0.088904	0	0	6	LastDelay	0.028904	28904	1	1
0.088904	0	0	6	FullDelay	0.028904	28904	1	1
0.118904	0	0	9	LastDelay	0.028904	28904	1	1
0.118904	0	0	9	FullDelay	0.028904	28904	1	1
0.135616	0	0	2	LastDelay	0.115616	115616	1	4
0.135616	0	0	2	FullDelay	0.115616	115616	1	4
0.145616	0	0	3	LastDelay	0.115616	115616	1	4
0.145616	0	0	3	FullDelay	0.115616	115616	1	4
0.155616	0	0	4	LastDelay	0.115616	115616	1	4
0.155616	0	0	4	FullDelay	0.115616	115616	1	4
0.158904	0	0	13	LastDelay	0.028904	28904	1	1
0.158904	0	0	13	FullDelay	0.028904	28904	1	1
0.185616	0	0	7	LastDelay	0.115616	115616	1	4
0.185616	0	0	7	FullDelay	0.115616	115616	1	4
0.197808	0	0	14	LastDelay	0.057808	57808	1	2
0.197808	0	0	14	FullDelay	0.057808	57808	1	2
0.218904	0	0	19	LastDelay	0.028904	28904	1	1
0.218904	0	0	19	FullDelay	0.028904	28904	1	1
0.256712	0	0	17	LastDelay	0.086712	86712	1	3
0.256712	0	0	17	FullDelay	0.086712	86712	1	3
0.265616	0	0	15	LastDelay	0.115616	115616	1	4
0.265616	0	0	15	FullDelay	0.115616	115616	1	4
0.288904	0	0	1	LastDelay	0.028904	28904	1	1
0.288904	0	0	1	FullDelay	0.278904	278904	2	1
0.308904	0	0	25	LastDelay	0.028904	28904	1	1
0.308904	0	0	25	FullDelay	0.028904	28904	1	1
0.325616	0	0	21	LastDelay	0.115616	115616	1	4
0.325616	0	0	21	FullDelay	0.115616	115616	1	4
0.335616	0	0	22	LastDelay	0.115616	115616	1	4
0.335616	0	0	22	FullDelay	0.115616	115616	1	4
0.348904	0	0	29	LastDelay	0.028904	28904	1	1
0.348904	0	0	29	FullDelay	0.028904	28904	1	1
0.385616	0	0	5	LastDelay	0.115616	115616	1	4
0.385616	0	0	5	FullDelay	0.335616	335616	2	4
0.387808	0	0	30	LastDelay	0.057808	57808	1	2
0.387808	0	0	30	FullDelay	0.057808	57808	1	2
0.405616	0	0	26	LastDelay	0.115616	115616	1	4
0.405616	0	0	26	FullDelay	0.115616	115616	1	4
0.408904	0	0	33	LastDelay	0.028904	28904	1	1
0.408904	0	0	33	FullDelay	0.028904	28904	1	1
0.448904	0	0	16	LastDelay	0.028904	28904	1	1
0.448904	0	0	16	FullDelay	0.288904	288904	2	1
0.45748	0	0	31	LastDelay	0.11748	117480	1	4
0.45748	0	0	31	FullDelay	0.11748	117480	1	4
0.457808	0	0	11	LastDelay	0.057808	57808	1	2
0.457808	0	0	11	FullDelay	0.347808	347808	2	2
0.468904	0	0	35	LastDelay	0.028904	28904	1	1
0.468904	0	0	35	FullDelay	0.028904	28904	1	1
0.527808	0	0	37	LastDelay	0.057808	57808	1	2
0.527808	0	0	37	FullDelay	0.057808	57808	1	2
0.538904	0	0	23	LastDelay	0.028904	28904	1	1
0.538904	0	0	23	FullDelay	0.308904	308904	2	1
0.548904	0	0	24	LastDelay	0.028904	28904	1	1
0.548904	0	0	24	FullDelay	0.308904	308904	2	1
0.575616	0	0	36	LastDelay	0.115616	115616	1	4
0.575616	0	0	36	FullDelay	0.115616	115616	1	4
0.587808	0	0	40	LastDelay	0.057808	57808	1	2
0.587808	0	0	40	FullDelay	0.057808	57808	1	2
0.605616	0	0	39	LastDelay	0.115616	115616	1	4
0.605616	0	0	39	FullDelay	0.115616	115616	1	4
0.608904	0	0	43	LastDelay	0.028904	28904	1	1
0.608904	0	0	43	FullDelay	0.028904	28904	1	1
0.614192	0	0	27	LastDelay	0.064192	64192	1	2
0.614192	0	0	27	FullDelay	0.314192	314192	2	2
0.626712	0	0	41	LastDelay	0.086712	86712	1	3
0.626712	0	0	41	FullDelay	0.086712	86712	1	3
0.667808	0	0	10	LastDelay	0.057808	57808	1	2
0.667808	0	0	10	FullDelay	0.567808	567808	3	2
0.668904	0	0	45	LastDelay	0.028904	28904	1	1
0.668904	0	0	45	FullDelay	0.028904	28904	1	1
0.676384	0	0	28	LastDelay	0.116384	116384	1	4
0.676384	0	0	28	FullDelay	0.366384	366384	2	4
0.688904	0	0	18	LastDelay	0.028904	28904	1	1
0.688904	0	0	18	FullDelay	0.508904	508904	3	1
0.728904	0	0	20	LastDelay	0.028904	28904	1	1
0.728904	0	0	20	FullDelay	0.528904	528904	3	1
0.735616	0	0	32	LastDelay	0.115616	115616	1	4
0.735616	0	0	32	FullDelay	0.365616	365616	2	4
0.746056	0	0	34	LastDelay	0.116056	116056	1	4
0.746056	0	0	34	FullDelay	0.356056	356056	2	4
0.765616	0	0	12	LastDelay	0.115616	115616	1	4
0.765616	0	0	12	FullDelay	0.645616	645616	3	4
0.785616	0	0	46	LastDelay	0.115616	115616	1	4
0.785616	0	0	46	FullDelay	0.115616	115616	1	4
0.797808	0	0	51	LastDelay	0.057808	57808	1	2
0.797808	0	0	51	FullDelay	0.057808	57808	1	2
0.806384	0	0	48	LastDelay	0.116384	116384	1	4
