Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
5.13016	0	0	488	FullDelay	0.25016	250160	1	4
5.13874	0	0	502	LastDelay	0.118744	118744	1	4
5.13874	0	0	502	FullDelay	0.118744	118744	1	4
5.15676	0	0	507	LastDelay	0.08676	86760	1	3
5.15676	0	0	507	FullDelay	0.08676	86760	1	3
5.15892	0	0	513	LastDelay	0.02892	28920	1	1
5.15892	0	0	513	FullDelay	0.02892	28920	1	1
5.16534	0	0	493	LastDelay	0.235344	235344	1	4
5.16534	0	0	493	FullDelay	0.235344	235344	1	4
5.17393	0	0	494	LastDelay	0.233928	233928	1	4
5.17393	0	0	494	FullDelay	0.233928	233928	1	4
5.18892	0	0	516	LastDelay	0.02892	28920	1	1
5.18892	0	0	516	FullDelay	0.02892	28920	1	1
5.1894	0	0	497	LastDelay	0.2194	219400	1	4
5.1894	0	0	497	FullDelay	0.2194	219400	1	4
5.19892	0	0	517	LastDelay	0.02892	28920	1	1
5.19892	0	0	517	FullDelay	0.02892	28920	1	1
5.21968	0	0	498	LastDelay	0.23968	239680	1	4
5.21968	0	0	498	FullDelay	0.23968	239680	1	4
5.22867	0	0	499	LastDelay	0.238672	238672	1	4
5.22867	0	0	499	FullDelay	0.238672	238672	1	4
5.22892	0	0	520	LastDelay	0.02892	28920	1	1
5.22892	0	0	520	FullDelay	0.02892	28920	1	1
5.2375	0	0	512	LastDelay	0.117504	117504	1	4
5.2375	0	0	512	FullDelay	0.117504	117504	1	4
5.24584	0	0	501	LastDelay	0.23584	235840	1	4
5.24584	0	0	501	FullDelay	0.23584	235840	1	4
5.25568	0	0	514	LastDelay	0.11568	115680	1	4
5.25568	0	0	514	FullDelay	0.11568	115680	1	4
5.25892	0	0	523	LastDelay	0.02892	28920	1	1
5.25892	0	0	523	FullDelay	0.02892	28920	1	1
5.26426	0	0	503	LastDelay	0.234264	234264	1	4
5.26426	0	0	503	FullDelay	0.234264	234264	1	4
5.27892	0	0	525	LastDelay	0.02892	28920	1	1
5.27892	0	0	525	FullDelay	0.02892	28920	1	1
5.29568	0	0	518	LastDelay	0.11568	115680	1	4
5.29568	0	0	518	FullDelay	0.11568	115680	1	4
5.30549	0	0	508	LastDelay	0.225488	225488	1	4
5.30549	0	0	508	FullDelay	0.225488	225488	1	4
5.31784	0	0	526	LastDelay	0.05784	57840	1	2
5.31784	0	0	526	FullDelay	0.05784	57840	1	2
5.32642	0	0	521	LastDelay	0.116424	116424	1	4
5.32642	0	0	521	FullDelay	0.116424	116424	1	4
5.33602	0	0	510	LastDelay	0.236016	236016	1	4
5.33602	0	0	510	FullDelay	0.236016	236016	1	4
5.34501	0	0	528	LastDelay	0.065008	65008	1	2
5.34501	0	0	528	FullDelay	0.065008	65008	1	2
5.35359	0	0	511	LastDelay	0.243592	243592	1	4
5.35359	0	0	511	FullDelay	0.243592	243592	1	4
5.35568	0	0	524	LastDelay	0.11568	115680	1	4
5.35568	0	0	524	FullDelay	0.11568	115680	1	4
5.36218	0	0	529	LastDelay	0.072176	72176	1	2
5.36218	0	0	529	FullDelay	0.072176	72176	1	2
5.37501	0	0	515	LastDelay	0.225008	225008	1	4
5.37501	0	0	515	FullDelay	0.225008	225008	1	4
5.38568	0	0	527	LastDelay	0.11568	115680	1	4
5.38568	0	0	527	FullDelay	0.11568	115680	1	4
5.41784	0	0	536	LastDelay	0.05784	57840	1	2
5.41784	0	0	536	FullDelay	0.05784	57840	1	2
5.42683	0	0	519	LastDelay	0.236832	236832	1	4
5.42683	0	0	519	FullDelay	0.236832	236832	1	4
5.43542	0	0	531	LastDelay	0.125416	125416	1	4
5.43542	0	0	531	FullDelay	0.125416	125416	1	4
5.4521	0	0	522	LastDelay	0.232104	232104	1	4
5.4521	0	0	522	FullDelay	0.232104	232104	1	4
5.45568	0	0	534	LastDelay	0.11568	115680	1	4
5.45568	0	0	534	FullDelay	0.11568	115680	1	4
5.46568	0	0	535	LastDelay	0.11568	115680	1	4
5.46568	0	0	535	FullDelay	0.11568	115680	1	4
5.48784	0	0	543	LastDelay	0.05784	57840	1	2
5.48784	0	0	543	FullDelay	0.05784	57840	1	2
5.48892	0	0	546	LastDelay	0.02892	28920	1	1
5.48892	0	0	546	FullDelay	0.02892	28920	1	1
5.4975	0	0	538	LastDelay	0.117504	117504	1	4
5.4975	0	0	538	FullDelay	0.117504	117504	1	4
5.49784	0	0	544	LastDelay	0.05784	57840	1	2
5.49784	0	0	544	FullDelay	0.05784	57840	1	2
5.50609	0	0	539	LastDelay	0.116088	116088	1	4
5.50609	0	0	539	FullDelay	0.116088	116088	1	4
5.52892	0	0	550	LastDelay	0.02892	28920	1	1
5.52892	0	0	550	FullDelay	0.02892	28920	1	1
5.53266	0	0	533	LastDelay	0.202656	202656	1	4
5.53266	0	0	533	FullDelay	0.202656	202656	1	4
5.54124	0	0	542	LastDelay	0.12124	121240	1	4
5.54124	0	0	542	FullDelay	0.12124	121240	1	4
5.54892	0	0	552	LastDelay	0.02892	28920	1	1
5.54892	0	0	552	FullDelay	0.02892	28920	1	1
5.54982	0	0	530	LastDelay	0.249824	249824	1	4
5.54982	0	0	530	FullDelay	0.249824	249824	1	4
5.55841	0	0	532	LastDelay	0.238408	238408	1	4
5.55841	0	0	532	FullDelay	0.238408	238408	1	4
5.58892	0	0	556	LastDelay	0.02892	28920	1	1
5.58892	0	0	556	FullDelay	0.02892	28920	1	1
5.59568	0	0	548	LastDelay	0.11568	115680	1	4
5.59568	0	0	548	FullDelay	0.11568	115680	1	4
5.60426	0	0	551	LastDelay	0.094264	94264	1	3
5.60426	0	0	551	FullDelay	0.094264	94264	1	3
5.60568	0	0	549	LastDelay	0.11568	115680	1	4
5.60568	0	0	549	FullDelay	0.11568	115680	1	4
5.61393	0	0	537	LastDelay	0.243928	243928	1	4
5.61393	0	0	537	FullDelay	0.243928	243928	1	4
5.62251	0	0	540	LastDelay	0.222512	222512	1	4
5.62251	0	0	540	FullDelay	0.222512	222512	1	4
5.6311	0	0	557	LastDelay	0.061096	61096	1	2
5.6311	0	0	557	FullDelay	0.061096	61096	1	2
5.63968	0	0	541	LastDelay	0.22968	229680	1	4
5.63968	0	0	541	FullDelay	0.22968	229680	1	4
5.64826	0	0	558	LastDelay	0.068264	68264	1	2
5.64826	0	0	558	FullDelay	0.068264	68264	1	2
5.64892	0	0	562	LastDelay	0.02892	28920	1	1
5.64892	0	0	562	FullDelay	0.02892	28920	1	1
5.65685	0	0	553	LastDelay	0.126848	126848	1	4
5.65685	0	0	553	FullDelay	0.126848	126848	1	4
5.66784	0	0	561	LastDelay	0.05784	57840	1	2
5.66784	0	0	561	FullDelay	0.05784	57840	1	2
5.67683	0	0	545	LastDelay	0.226832	226832	1	4
5.67683	0	0	545	FullDelay	0.226832	226832	1	4
5.68542	0	0	559	LastDelay	0.095416	95416	1	3
5.68542	0	0	559	FullDelay	0.095416	95416	1	3
5.694	0	0	547	LastDelay	0.224	224000	1	4
5.694	0	0	547	FullDelay	0.224	224000	1	4
5.71892	0	0	569	LastDelay	0.02892	28920	1	1
5.71892	0	0	569	FullDelay	0.02892	28920	1	1
5.75568	0	0	564	LastDelay	0.11568	115680	1	4
5.75568	0	0	564	FullDelay	0.11568	115680	1	4
5.76501	0	0	554	LastDelay	0.225008	225008	1	4
5.76501	0	0	554	FullDelay	0.225008	225008	1	4
5.77359	0	0	571	LastDelay	0.063592	63592	1	2
5.77359	0	0	571	FullDelay	0.063592	63592	1	2
5.78218	0	0	566	LastDelay	0.122176	122176	1	4
5.78218	0	0	566	FullDelay	0.122176	122176	1	4
5.79076	0	0	555	LastDelay	0.24076	240760	1	4
5.79076	0	0	555	FullDelay	0.24076	240760	1	4
5.79934	0	0	570	LastDelay	0.099344	99344	1	3
5.79934	0	0	570	FullDelay	0.099344	99344	1	3
5.82784	0	0	577	LastDelay	0.05784	57840	1	2
5.82784	0	0	577	FullDelay	0.05784	57840	1	2
5.83683	0	0	560	LastDelay	0.236832	236832	1	4
5.83683	0	0	560	FullDelay	0.236832	236832	1	4
5.83892	0	0	581	LastDelay	0.02892	28920	1	1
5.83892	0	0	581	FullDelay	0.02892	28920	1	1
5.84866	0	0	565	LastDelay	0.198656	198656	1	4
5.84866	0	0	565	FullDelay	0.198656	198656	1	4
5.84892	0	0	582	LastDelay	0.02892	28920	1	1
5.84892	0	0	582	FullDelay	0.02892	28920	1	1
5.86676	0	0	578	LastDelay	0.08676	86760	1	3
5.86676	0	0	578	FullDelay	0.08676	86760	1	3
5.87534	0	0	563	LastDelay	0.245344	245344	1	4
5.87534	0	0	563	FullDelay	0.245344	245344	1	4
5.88035	0	0	576	LastDelay	0.120352	120352	1	4
5.88035	0	0	576	FullDelay	0.120352	120352	1	4
5.90892	0	0	588	LastDelay	0.02892	28920	1	1
5.90892	0	0	588	FullDelay	0.02892	28920	1	1
5.91543	0	0	568	LastDelay	0.235432	235432	1	4
5.91543	0	0	568	FullDelay	0.235432	235432	1	4
5.9175	0	0	580	LastDelay	0.117504	117504	1	4
5.9175	0	0	580	FullDelay	0.117504	117504	1	4
5.92402	0	0	567	LastDelay	0.254016	254016	1	4
5.92402	0	0	567	FullDelay	0.254016	254016	1	4
5.9265	0	0	589	LastDelay	0.036496	36496	1	1
5.9265	0	0	589	FullDelay	0.036496	36496	1	1
5.94393	0	0	572	LastDelay	0.223928	223928	1	4
5.94393	0	0	572	FullDelay	0.223928	223928	1	4
5.95501	0	0	573	LastDelay	0.225008	225008	1	4
5.95501	0	0	573	FullDelay	0.225008	225008	1	4
5.96359	0	0	584	LastDelay	0.123592	123592	1	4
5.96359	0	0	584	FullDelay	0.123592	123592	1	4
5.97218	0	0	574	LastDelay	0.232176	232176	1	4
5.97218	0	0	574	FullDelay	0.232176	232176	1	4
5.97218	0	0	594	LastDelay	0.032176	32176	1	1
5.97218	0	0	594	FullDelay	0.032176	32176	1	1
5.98076	0	0	595	LastDelay	0.03076	30760	1	1
5.98076	0	0	595	FullDelay	0.03076	30760	1	1
5.98117	0	0	592	LastDelay	0.061168	61168	1	2
5.98117	0	0	592	FullDelay	0.061168	61168	1	2
5.99644	0	0	575	LastDelay	0.24644	246440	1	4
5.99644	0	0	575	FullDelay	0.24644	246440	1	4
6.03359	0	0	579	LastDelay	0.243592	243592	1	4
6.03359	0	0	579	FullDelay	0.243592	243592	1	4
6.0494	0	0	583	LastDelay	0.2194	219400	1	4
6.0494	0	0	583	FullDelay	0.2194	219400	1	4
6.05798	0	0	597	LastDelay	0.087984	87984	1	3
6.05798	0	0	597	FullDelay	0.087984	87984	1	3
6.05892	0	0	603	LastDelay	0.02892	28920	1	1
6.05892	0	0	603	FullDelay	0.02892	28920	1	1
6.06892	0	0	604	LastDelay	0.02892	28920	1	1
6.06892	0	0	604	FullDelay	0.02892	28920	1	1
6.08885	0	0	587	LastDelay	0.218848	218848	1	4
6.08885	0	0	587	FullDelay	0.218848	218848	1	4
6.09743	0	0	586	LastDelay	0.237432	237432	1	4
6.09743	0	0	586	FullDelay	0.237432	237432	1	4
6.10642	0	0	585	LastDelay	0.256424	256424	1	4
6.10642	0	0	585	FullDelay	0.256424	256424	1	4
6.11501	0	0	591	LastDelay	0.205008	205008	1	4
6.11501	0	0	591	FullDelay	0.205008	205008	1	4
6.12441	0	0	590	LastDelay	0.224408	224408	1	4
6.12441	0	0	590	FullDelay	0.224408	224408	1	4
6.12892	0	0	610	LastDelay	0.02892	28920	1	1
6.12892	0	0	610	FullDelay	0.02892	28920	1	1
6.1375	0	0	602	LastDelay	0.117504	117504	1	4
6.1375	0	0	602	FullDelay	0.117504	117504	1	4
6.14609	0	0	611	LastDelay	0.036088	36088	1	1
6.14609	0	0	611	FullDelay	0.036088	36088	1	1
6.14676	0	0	606	LastDelay	0.08676	86760	1	3
6.14676	0	0	606	FullDelay	0.08676	86760	1	3
6.15568	0	0	593	LastDelay	0.22568	225680	1	4
6.15568	0	0	593	FullDelay	0.22568	225680	1	4
6.17892	0	0	615	LastDelay	0.02892	28920	1	1
6.17892	0	0	615	FullDelay	0.02892	28920	1	1
6.18501	0	0	596	LastDelay	0.225008	225008	1	4
6.18501	0	0	596	FullDelay	0.225008	225008	1	4
6.19359	0	0	607	LastDelay	0.123592	123592	1	4
6.19359	0	0	607	FullDelay	0.123592	123592	1	4
6.20218	0	0	608	LastDelay	0.122176	122176	1	4
6.20218	0	0	608	FullDelay	0.122176	122176	1	4
6.20374	0	0	598	LastDelay	0.223736	223736	1	4
6.20374	0	0	598	FullDelay	0.223736	223736	1	4
6.21352	0	0	600	LastDelay	0.21352	213520	1	4
6.21352	0	0	600	FullDelay	0.21352	213520	1	4
6.2311	0	0	599	LastDelay	0.241096	241096	1	4
6.2311	0	0	599	FullDelay	0.241096	241096	1	4
6.23968	0	0	601	LastDelay	0.22968	229680	1	4
6.23968	0	0	601	FullDelay	0.22968	229680	1	4
6.27892	0	0	625	LastDelay	0.02892	28920	1	1
6.27892	0	0	625	FullDelay	0.02892	28920	1	1
6.28515	0	0	605	LastDelay	0.235152	235152	1	4
6.28515	0	0	605	FullDelay	0.235152	235152	1	4
6.29374	0	0	617	LastDelay	0.123736	123736	1	4
6.29374	0	0	617	FullDelay	0.123736	123736	1	4
6.30568	0	0	619	LastDelay	0.11568	115680	1	4
6.30568	0	0	619	FullDelay	0.11568	115680	1	4
6.31568	0	0	620	LastDelay	0.11568	115680	1	4
6.31568	0	0	620	FullDelay	0.11568	115680	1	4
6.32426	0	0	609	LastDelay	0.234264	234264	1	4
6.32426	0	0	609	FullDelay	0.234264	234264	1	4
6.33285	0	0	621	LastDelay	0.122848	122848	1	4
6.33285	0	0	621	FullDelay	0.122848	122848	1	4
6.35602	0	0	612	LastDelay	0.236016	236016	1	4
6.35602	0	0	612	FullDelay	0.236016	236016	1	4
6.3646	0	0	614	LastDelay	0.2246	224600	1	4
6.3646	0	0	614	FullDelay	0.2246	224600	1	4
6.37318	0	0	613	LastDelay	0.243184	243184	1	4
6.37318	0	0	613	FullDelay	0.243184	243184	1	4
6.38258	0	0	616	LastDelay	0.222584	222584	1	4
6.38258	0	0	616	FullDelay	0.222584	222584	1	4
6.40568	0	0	629	LastDelay	0.11568	115680	1	4
6.40568	0	0	629	FullDelay	0.11568	115680	1	4
6.40982	0	0	618	LastDelay	0.229824	229824	1	4
6.40982	0	0	618	FullDelay	0.229824	229824	1	4
6.43568	0	0	632	LastDelay	0.11568	115680	1	4
6.43568	0	0	632	FullDelay	0.11568	115680	1	4
6.43784	0	0	638	LastDelay	0.05784	57840	1	2
6.43784	0	0	638	FullDelay	0.05784	57840	1	2
6.4534	0	0	622	LastDelay	0.2334	233400	1	4
6.4534	0	0	622	FullDelay	0.2334	233400	1	4
6.45892	0	0	643	LastDelay	0.02892	28920	1	1
6.45892	0	0	643	FullDelay	0.02892	28920	1	1
6.46474	0	0	624	LastDelay	0.224744	224744	1	4
6.46474	0	0	624	FullDelay	0.224744	224744	1	4
6.47892	0	0	645	LastDelay	0.02892	28920	1	1
6.47892	0	0	645	FullDelay	0.02892	28920	1	1
6.48191	0	0	626	LastDelay	0.221912	221912	1	4
6.48191	0	0	626	FullDelay	0.221912	221912	1	4
6.4875	0	0	637	LastDelay	0.117504	117504	1	4
6.4875	0	0	637	FullDelay	0.117504	117504	1	4
6.4905	0	0	623	LastDelay	0.260496	260496	1	4
6.4905	0	0	623	FullDelay	0.260496	260496	1	4
6.49908	0	0	627	LastDelay	0.22908	229080	1	4
6.49908	0	0	627	FullDelay	0.22908	229080	1	4
6.51892	0	0	649	LastDelay	0.02892	28920	1	1
6.51892	0	0	649	FullDelay	0.02892	28920	1	1
6.52602	0	0	628	LastDelay	0.246016	246016	1	4
6.52602	0	0	628	FullDelay	0.246016	246016	1	4
6.52892	0	0	650	LastDelay	0.02892	28920	1	1
6.52892	0	0	650	FullDelay	0.02892	28920	1	1
6.53501	0	0	630	LastDelay	0.235008	235008	1	4
6.53501	0	0	630	FullDelay	0.235008	235008	1	4
6.5375	0	0	642	LastDelay	0.117504	117504	1	4
6.5375	0	0	642	FullDelay	0.117504	117504	1	4
6.54359	0	0	631	LastDelay	0.233592	233592	1	4
6.54359	0	0	631	FullDelay	0.233592	233592	1	4
6.54892	0	0	652	LastDelay	0.02892	28920	1	1
6.54892	0	0	652	FullDelay	0.02892	28920	1	1
6.55218	0	0	634	LastDelay	0.212176	212176	1	4
6.55218	0	0	634	FullDelay	0.212176	212176	1	4
6.55892	0	0	653	LastDelay	0.02892	28920	1	1
6.55892	0	0	653	FullDelay	0.02892	28920	1	1
6.56949	0	0	633	LastDelay	0.239488	239488	1	4
6.56949	0	0	633	FullDelay	0.239488	239488	1	4
6.57807	0	0	636	LastDelay	0.218072	218072	1	4
6.57807	0	0	636	FullDelay	0.218072	218072	1	4
6.58666	0	0	635	LastDelay	0.236656	236656	1	4
6.58666	0	0	635	FullDelay	0.236656	236656	1	4
6.58892	0	0	656	LastDelay	0.02892	28920	1	1
6.58892	0	0	656	FullDelay	0.02892	28920	1	1
6.5975	0	0	648	LastDelay	0.117504	117504	1	4
6.5975	0	0	648	FullDelay	0.117504	117504	1	4
6.60609	0	0	657	LastDelay	0.036088	36088	1	1
6.60609	0	0	657	FullDelay	0.036088	36088	1	1
6.61758	0	0	639	LastDelay	0.227576	227576	1	4
6.61758	0	0	639	FullDelay	0.227576	227576	1	4
6.62616	0	0	640	LastDelay	0.22616	226160	1	4
6.62616	0	0	640	FullDelay	0.22616	226160	1	4
6.63784	0	0	658	LastDelay	0.05784	57840	1	2
6.63784	0	0	658	FullDelay	0.05784	57840	1	2
6.63892	0	0	661	LastDelay	0.02892	28920	1	1
6.63892	0	0	661	FullDelay	0.02892	28920	1	1
6.64642	0	0	641	LastDelay	0.236424	236424	1	4
6.64642	0	0	641	FullDelay	0.236424	236424	1	4
6.65568	0	0	654	LastDelay	0.11568	115680	1	4
6.65568	0	0	654	FullDelay	0.11568	115680	1	4
6.66501	0	0	644	LastDelay	0.225008	225008	1	4
6.66501	0	0	644	FullDelay	0.225008	225008	1	4
6.66914	0	0	664	LastDelay	0.029136	29136	1	1
6.66914	0	0	664	FullDelay	0.029136	29136	1	1
6.67676	0	0	659	LastDelay	0.08676	86760	1	3
6.67676	0	0	659	FullDelay	0.08676	86760	1	3
6.68534	0	0	646	LastDelay	0.225344	225344	1	4
6.68534	0	0	646	FullDelay	0.225344	225344	1	4
6.70602	0	0	647	LastDelay	0.236016	236016	1	4
6.70602	0	0	647	FullDelay	0.236016	236016	1	4
6.7294	0	0	651	LastDelay	0.2194	219400	1	4
6.7294	0	0	651	FullDelay	0.2194	219400	1	4
6.73892	0	0	671	LastDelay	0.02892	28920	1	1
6.73892	0	0	671	FullDelay	0.02892	28920	1	1
6.77623	0	0	655	LastDelay	0.226232	226232	1	4
6.77623	0	0	655	FullDelay	0.226232	226232	1	4
6.77892	0	0	675	LastDelay	0.02892	28920	1	1
6.77892	0	0	675	FullDelay	0.02892	28920	1	1
6.7875	0	0	667	LastDelay	0.117504	117504	1	4
6.7875	0	0	667	FullDelay	0.117504	117504	1	4
6.78784	0	0	673	LastDelay	0.05784	57840	1	2
6.78784	0	0	673	FullDelay	0.05784	57840	1	2
6.79642	0	0	668	LastDelay	0.116424	116424	1	4
6.79642	0	0	668	FullDelay	0.116424	116424	1	4
6.80575	0	0	669	LastDelay	0.115752	115752	1	4
6.80575	0	0	669	FullDelay	0.115752	115752	1	4
6.81784	0	0	676	LastDelay	0.05784	57840	1	2
6.81784	0	0	676	FullDelay	0.05784	57840	1	2
6.82683	0	0	660	LastDelay	0.226832	226832	1	4
6.82683	0	0	660	FullDelay	0.226832	226832	1	4
6.8417	0	0	662	LastDelay	0.221704	221704	1	4
6.8417	0	0	662	FullDelay	0.221704	221704	1	4
6.85029	0	0	679	LastDelay	0.060288	60288	1	2
6.85029	0	0	679	FullDelay	0.060288	60288	1	2
6.85887	0	0	663	LastDelay	0.228872	228872	1	4
6.85887	0	0	663	FullDelay	0.228872	228872	1	4
6.85892	0	0	683	LastDelay	0.02892	28920	1	1
6.85892	0	0	683	FullDelay	0.02892	28920	1	1
6.86746	0	0	674	LastDelay	0.127456	127456	1	4
6.86746	0	0	674	FullDelay	0.127456	127456	1	4
6.87604	0	0	665	LastDelay	0.22604	226040	1	4
6.87604	0	0	665	FullDelay	0.22604	226040	1	4
6.87892	0	0	685	LastDelay	0.02892	28920	1	1
6.87892	0	0	685	FullDelay	0.02892	28920	1	1
6.8875	0	0	677	LastDelay	0.117504	117504	1	4
6.8875	0	0	677	FullDelay	0.117504	117504	1	4
6.89784	0	0	684	LastDelay	0.05784	57840	1	2
6.89784	0	0	684	FullDelay	0.05784	57840	1	2
6.90683	0	0	666	LastDelay	0.246832	246832	1	4
6.90683	0	0	666	FullDelay	0.246832	246832	1	4
6.92784	0	0	687	LastDelay	0.05784	57840	1	2
6.92784	0	0	687	FullDelay	0.05784	57840	1	2
6.93568	0	0	682	LastDelay	0.11568	115680	1	4
6.93568	0	0	682	FullDelay	0.11568	115680	1	4
6.93642	0	0	670	LastDelay	0.236424	236424	1	4
6.93642	0	0	670	FullDelay	0.236424	236424	1	4
6.94426	0	0	691	LastDelay	0.034264	34264	1	1
6.94426	0	0	691	FullDelay	0.034264	34264	1	1
6.94501	0	0	672	LastDelay	0.225008	225008	1	4
6.94501	0	0	672	FullDelay	0.225008	225008	1	4
6.95359	0	0	689	LastDelay	0.063592	63592	1	2
6.95359	0	0	689	FullDelay	0.063592	63592	1	2
6.95892	0	0	693	LastDelay	0.02892	28920	1	1
6.95892	0	0	693	FullDelay	0.02892	28920	1	1
6.96218	0	0	686	LastDelay	0.102176	102176	1	3
6.96218	0	0	686	FullDelay	0.102176	102176	1	3
6.97076	0	0	690	LastDelay	0.07076	70760	1	2
6.97076	0	0	690	FullDelay	0.07076	70760	1	2
6.99892	0	0	697	LastDelay	0.02892	28920	1	1
6.99892	0	0	697	FullDelay	0.02892	28920	1	1
7.01393	0	0	678	LastDelay	0.233928	233928	1	4
7.01393	0	0	678	FullDelay	0.233928	233928	1	4
7.02251	0	0	680	LastDelay	0.222512	222512	1	4
7.02251	0	0	680	FullDelay	0.222512	222512	1	4
7.0311	0	0	681	LastDelay	0.221096	221096	1	4
7.0311	0	0	681	FullDelay	0.221096	221096	1	4
7.03892	0	0	701	LastDelay	0.02892	28920	1	1
7.03892	0	0	701	FullDelay	0.02892	28920	1	1
7.04892	0	0	702	LastDelay	0.02892	28920	1	1
7.04892	0	0	702	FullDelay	0.02892	28920	1	1
7.06892	0	0	704	LastDelay	0.02892	28920	1	1
7.06892	0	0	704	FullDelay	0.02892	28920	1	1
7.0775	0	0	696	LastDelay	0.117504	117504	1	4
7.0775	0	0	696	FullDelay	0.117504	117504	1	4
7.0994	0	0	688	LastDelay	0.2194	219400	1	4
7.0994	0	0	688	FullDelay	0.2194	219400	1	4
7.10839	0	0	705	LastDelay	0.058392	58392	1	2
7.10839	0	0	705	FullDelay	0.058392	58392	1	2
7.1394	0	0	692	LastDelay	0.2194	219400	1	4
7.1394	0	0	692	FullDelay	0.2194	219400	1	4
7.1694	0	0	695	LastDelay	0.2194	219400	1	4
7.1694	0	0	695	FullDelay	0.2194	219400	1	4
7.17892	0	0	715	LastDelay	0.02892	28920	1	1
7.17892	0	0	715	FullDelay	0.02892	28920	1	1
7.18892	0	0	716	LastDelay	0.02892	28920	1	1
7.18892	0	0	716	FullDelay	0.02892	28920	1	1
7.19359	0	0	694	LastDelay	0.253592	253592	1	4
7.19359	0	0	694	FullDelay	0.253592	253592	1	4
7.20292	0	0	698	LastDelay	0.22292	222920	1	4
7.20292	0	0	698	FullDelay	0.22292	222920	1	4
7.20892	0	0	718	LastDelay	0.02892	28920	1	1
7.20892	0	0	718	FullDelay	0.02892	28920	1	1
7.21549	0	0	699	LastDelay	0.225488	225488	1	4
7.21549	0	0	699	FullDelay	0.225488	225488	1	4
7.22448	0	0	700	LastDelay	0.22448	224480	1	4
7.22448	0	0	700	FullDelay	0.22448	224480	1	4
7.23306	0	0	717	LastDelay	0.063064	63064	1	2
7.23306	0	0	717	FullDelay	0.063064	63064	1	2
7.2517	0	0	703	LastDelay	0.221704	221704	1	4
7.2517	0	0	703	FullDelay	0.221704	221704	1	4
7.26002	0	0	714	LastDelay	0.120016	120016	1	4
7.26002	0	0	714	FullDelay	0.120016	120016	1	4
7.27784	0	0	722	LastDelay	0.05784	57840	1	2
7.27784	0	0	722	FullDelay	0.05784	57840	1	2
7.28642	0	0	706	LastDelay	0.226424	226424	1	4
7.28642	0	0	706	FullDelay	0.226424	226424	1	4
7.29501	0	0	707	LastDelay	0.225008	225008	1	4
7.29501	0	0	707	FullDelay	0.225008	225008	1	4
7.30568	0	0	719	LastDelay	0.11568	115680	1	4
7.30568	0	0	719	FullDelay	0.11568	115680	1	4
7.3059	0	0	708	LastDelay	0.225896	225896	1	4
7.3059	0	0	708	FullDelay	0.225896	225896	1	4
7.31426	0	0	728	LastDelay	0.034264	34264	1	1
7.31426	0	0	728	FullDelay	0.034264	34264	1	1
7.31448	0	0	725	LastDelay	0.06448	64480	1	2
7.31448	0	0	725	FullDelay	0.06448	64480	1	2
7.32285	0	0	720	LastDelay	0.122848	122848	1	4
7.32285	0	0	720	FullDelay	0.122848	122848	1	4
7.32426	0	0	709	LastDelay	0.234264	234264	1	4
7.32426	0	0	709	FullDelay	0.234264	234264	1	4
7.33285	0	0	727	LastDelay	0.062848	62848	1	2
7.33285	0	0	727	FullDelay	0.062848	62848	1	2
7.34143	0	0	713	LastDelay	0.211432	211432	1	4
7.34143	0	0	713	FullDelay	0.211432	211432	1	4
7.35042	0	0	710	LastDelay	0.250424	250424	1	4
7.35042	0	0	710	FullDelay	0.250424	250424	1	4
7.35901	0	0	711	LastDelay	0.249008	249008	1	4
7.35901	0	0	711	FullDelay	0.249008	249008	1	4
7.36759	0	0	724	LastDelay	0.127592	127592	1	4
7.36759	0	0	724	FullDelay	0.127592	127592	1	4
7.37568	0	0	726	LastDelay	0.11568	115680	1	4
7.37568	0	0	726	FullDelay	0.11568	115680	1	4
7.37618	0	0	731	LastDelay	0.066176	66176	1	2
7.37618	0	0	731	FullDelay	0.066176	66176	1	2
7.38426	0	0	735	LastDelay	0.034264	34264	1	1
7.38426	0	0	735	FullDelay	0.034264	34264	1	1
7.38476	0	0	712	LastDelay	0.26476	264760	1	4
7.38476	0	0	712	FullDelay	0.26476	264760	1	4
7.40568	0	0	729	LastDelay	0.11568	115680	1	4
7.40568	0	0	729	FullDelay	0.11568	115680	1	4
7.41318	0	0	732	LastDelay	0.093184	93184	1	3
7.41318	0	0	732	FullDelay	0.093184	93184	1	3
7.41426	0	0	738	LastDelay	0.034264	34264	1	1
7.41426	0	0	738	FullDelay	0.034264	34264	1	1
7.42326	0	0	739	LastDelay	0.033256	33256	1	1
7.42326	0	0	739	FullDelay	0.033256	33256	1	1
7.43184	0	0	740	LastDelay	0.03184	31840	1	1
7.43184	0	0	740	FullDelay	0.03184	31840	1	1
7.45657	0	0	723	LastDelay	0.226568	226568	1	4
7.45657	0	0	723	FullDelay	0.226568	226568	1	4
7.46549	0	0	721	LastDelay	0.255488	255488	1	4
7.46549	0	0	721	FullDelay	0.255488	255488	1	4
7.47784	0	0	742	LastDelay	0.05784	57840	1	2
7.47784	0	0	742	FullDelay	0.05784	57840	1	2
7.47892	0	0	745	LastDelay	0.02892	28920	1	1
7.47892	0	0	745	FullDelay	0.02892	28920	1	1
7.48784	0	0	743	LastDelay	0.05784	57840	1	2
7.48784	0	0	743	FullDelay	0.05784	57840	1	2
7.51892	0	0	749	LastDelay	0.02892	28920	1	1
7.51892	0	0	749	FullDelay	0.02892	28920	1	1
